user_id,join_date,country,device_type,subscription_type
u965651,2023-05-10,IN,Android Tablet,basic
u203072,2021-04-03,FR,Android Tablet,free
u217280,2020-08-04,UK,iPhone,basic
u503454,2022-09-02,AU,Android Phone,enterprise
u025071,2023-01-13,US,iPad,enterprise
u250465,2020-12-12,IN,Android Phone,basic
u989446,2023-04-03,CA,iPhone,enterprise
u685542,2022-06-05,UK,iPad,basic
u110678,2023-01-03,JP,Mac,basic
u177147,2021-01-26,AU,iPad,free
u499648,2022-12-14,CA,Android Tablet,basic
u813723,2023-10-07,AU,iPad,free
u795439,2023-07-07,AU,Mac,free
u884480,2022-01-30,JP,iPhone,free
u194699,2022-01-17,US,Android Tablet,enterprise
u932457,2021-07-23,UK,Mac,basic
u700426,2020-07-15,JP,iPad,premium
u222080,2023-03-16,JP,Android Phone,free
u584166,2023-07-28,BR,Mac,free
u168763,2023-06-19,IN,Windows,free
u993946,2021-03-04,MX,Android Tablet,enterprise
u332724,2020-10-07,AU,Windows,basic
u709412,2021-08-27,UK,Android Phone,premium
u171371,2022-11-23,FR,iPhone,premium
u097152,2020-08-26,DE,Mac,enterprise
u340450,2023-09-02,BR,Windows,premium
u861198,2020-02-08,AU,Windows,basic
u513498,2021-05-24,MX,iPad,basic
u362602,2020-01-24,BR,Mac,enterprise
u717925,2020-10-29,BR,iPad,enterprise
u865656,2020-03-13,US,Android Tablet,premium
u574674,2020-07-28,FR,iPad,enterprise
u477230,2020-01-23,DE,Mac,premium
u997823,2023-12-21,UK,Mac,basic
u173130,2023-01-22,CA,Mac,premium
u769780,2022-12-03,JP,Mac,free
u742748,2023-04-02,IN,Android Phone,basic
u260102,2021-09-03,IN,iPhone,basic
u691618,2022-11-17,IN,iPad,basic
u679539,2023-01-10,UK,iPad,free
u502044,2023-06-22,AU,Mac,enterprise
u923955,2020-03-15,US,iPhone,basic
u245291,2020-09-18,CA,Android Phone,enterprise
u934824,2021-02-15,UK,iPhone,basic
u055534,2022-02-10,US,Android Phone,free
u349918,2022-07-04,US,iPhone,basic
u675167,2023-01-18,AU,Mac,free
u929825,2023-08-17,CA,Windows,basic
u642373,2022-12-02,UK,iPad,premium
u323464,2021-11-02,JP,Mac,basic
u433283,2023-02-12,AU,Windows,enterprise
u154102,2023-01-31,BR,Android Phone,basic
u453243,2022-10-08,BR,Windows,premium
u741872,2023-07-07,DE,Windows,free
u577920,2020-05-01,JP,Android Tablet,enterprise
u980060,2022-12-15,US,Android Tablet,basic
u027829,2022-06-12,CA,Android Tablet,free
u900008,2021-05-27,BR,iPhone,enterprise
u810027,2021-06-17,BR,Android Phone,free
u077421,2021-10-21,UK,Windows,enterprise
u456281,2022-09-13,DE,Android Tablet,enterprise
u883569,2020-05-20,AU,iPad,free
u137095,2023-02-22,US,iPhone,basic
u783267,2022-08-22,MX,Mac,premium
u782689,2020-04-22,US,Android Tablet,enterprise
u380880,2023-11-17,JP,Mac,premium
u651283,2020-07-22,DE,Windows,basic
u823569,2023-08-24,BR,Windows,enterprise
u847432,2020-09-18,DE,iPhone,premium
u391287,2021-07-31,CA,Android Phone,premium
u953667,2020-09-07,UK,iPad,basic
u083254,2020-06-14,JP,Windows,basic
u752370,2020-07-29,US,iPad,premium
u718666,2023-06-22,US,Mac,premium
u451222,2022-03-20,UK,iPhone,free
u977285,2022-09-12,AU,Mac,basic
u298907,2022-12-31,FR,Android Tablet,premium
u399173,2020-07-11,JP,iPhone,basic
u855450,2022-07-09,DE,Windows,enterprise
u433454,2022-05-04,CA,Mac,basic
u590954,2020-07-16,DE,Android Phone,free
u357996,2022-10-28,CA,Windows,basic
u285362,2023-07-11,BR,Mac,basic
u299193,2020-03-16,FR,Mac,enterprise
u772491,2022-09-12,FR,Android Phone,basic
u233329,2022-05-13,AU,iPad,basic
u010920,2021-10-22,FR,Mac,free
u416601,2021-12-13,UK,iPhone,premium
u767315,2021-08-03,AU,Android Tablet,premium
u373912,2020-07-09,UK,Android Tablet,basic
u006028,2020-04-14,JP,iPhone,premium
u044759,2023-04-12,JP,Mac,free
u728458,2022-08-03,US,Mac,enterprise
u719278,2020-12-05,DE,iPhone,basic
u209011,2022-11-03,JP,Windows,basic
u224075,2021-01-21,AU,Windows,premium
u500760,2023-09-03,JP,iPhone,enterprise
u101164,2020-07-17,CA,iPhone,free
u247437,2020-11-07,BR,Mac,premium
u090842,2022-01-31,US,Windows,enterprise
u462264,2023-08-27,FR,Android Phone,basic
u839530,2022-05-15,JP,Windows,free
u886244,2022-12-27,MX,iPhone,enterprise
u531192,2021-09-23,DE,Windows,basic
u920353,2021-07-01,BR,iPad,premium
u288125,2021-09-03,US,Android Tablet,free
u793198,2020-09-01,US,Mac,free
u476090,2022-05-18,UK,Windows,basic
u521380,2020-04-21,FR,iPhone,free
u653162,2020-02-12,CA,Windows,enterprise
u147955,2022-05-14,FR,Android Phone,basic
u875249,2022-04-10,CA,Android Phone,free
u998244,2021-06-06,JP,Android Tablet,premium
u823044,2021-10-05,FR,Android Phone,premium
u350245,2023-11-23,UK,Mac,basic
u183853,2022-10-31,DE,iPhone,enterprise
u575917,2022-05-09,BR,iPhone,premium
u519436,2022-12-25,IN,iPad,premium
u375843,2023-06-28,US,Windows,basic
u364182,2023-01-05,IN,Mac,free
u542398,2022-01-25,IN,Android Tablet,enterprise
u161699,2023-01-31,UK,iPad,enterprise
u793042,2020-03-06,BR,Mac,premium
u841642,2022-03-19,AU,Android Tablet,premium
u958099,2022-05-03,IN,Windows,enterprise
u824279,2021-09-02,US,Windows,enterprise
u465463,2020-03-16,IN,Mac,enterprise
u231112,2021-07-27,FR,Android Tablet,free
u286760,2020-05-12,UK,iPhone,enterprise
u088925,2020-01-02,CA,Mac,free
u859375,2021-12-22,MX,iPad,free
u785047,2023-06-23,JP,Android Phone,free
u017363,2021-09-06,AU,Mac,enterprise
u391263,2020-04-21,US,iPhone,free
u345422,2020-10-02,UK,Android Phone,premium
u636047,2020-03-21,DE,Android Tablet,enterprise
u872915,2022-11-20,US,iPhone,premium
u003933,2020-08-10,AU,iPad,free
u494311,2020-12-12,UK,Android Tablet,free
u376107,2020-06-29,DE,Windows,premium
u418415,2021-06-11,CA,Android Phone,basic
u191103,2022-08-24,AU,iPhone,enterprise
u472541,2021-03-11,JP,Android Tablet,basic
u767809,2023-05-03,MX,Android Phone,enterprise
u986162,2020-01-23,MX,Mac,enterprise
u410220,2023-04-14,US,Android Tablet,enterprise
u858862,2022-08-25,US,iPad,premium
u037930,2022-04-03,JP,Android Tablet,free
u233743,2023-03-22,IN,Android Phone,free
u254847,2023-03-14,US,iPad,enterprise
u418754,2022-06-15,BR,Android Phone,free
u062084,2023-06-23,AU,Android Phone,premium
u731151,2022-06-16,BR,iPhone,free
u385331,2020-05-02,IN,iPhone,enterprise
u241687,2020-08-15,US,Mac,basic
u402035,2023-07-10,US,iPad,free
u898935,2022-04-17,JP,iPad,free
u584607,2021-08-24,FR,Android Phone,enterprise
u807396,2020-10-13,DE,Android Tablet,premium
u617606,2023-09-04,MX,iPhone,basic
u934052,2023-07-07,MX,iPhone,basic
u125883,2020-05-11,CA,iPhone,enterprise
u609811,2020-11-17,US,Mac,free
u043101,2023-10-24,FR,Android Tablet,basic
u741555,2020-02-07,BR,Android Tablet,free
u377946,2022-04-13,AU,iPad,enterprise
u855439,2021-11-27,IN,iPad,free
u644820,2021-03-18,AU,iPhone,premium
u074595,2020-08-21,JP,Android Tablet,premium
u004480,2022-07-01,MX,iPhone,basic
u036959,2021-04-30,JP,Mac,premium
u535792,2021-06-28,UK,Windows,premium
u262829,2020-04-03,MX,iPhone,enterprise
u852551,2022-05-09,UK,Android Tablet,free
u323164,2023-02-11,MX,Android Tablet,premium
u106111,2023-10-19,AU,Android Tablet,basic
u517850,2023-04-17,CA,Android Tablet,basic
u893878,2023-09-13,IN,iPhone,enterprise
u915381,2022-03-14,JP,Android Tablet,free
u358227,2023-03-12,US,iPad,premium
u043528,2020-01-23,IN,Android Phone,enterprise
u005712,2023-06-26,AU,Mac,enterprise
u694622,2021-10-09,UK,Mac,free
u812947,2022-08-07,US,iPad,premium
u337529,2022-03-15,IN,Mac,free
u329102,2022-09-12,DE,iPad,basic
u370485,2023-10-20,UK,iPhone,basic
u133236,2023-05-24,UK,Windows,premium
u865521,2022-12-31,CA,Android Tablet,enterprise
u979970,2022-05-25,FR,Windows,basic
u949282,2023-02-12,DE,Android Tablet,enterprise
u951609,2020-02-11,IN,Android Phone,basic
u417000,2022-02-28,CA,Android Tablet,free
u929510,2023-12-17,BR,Mac,enterprise
u502293,2020-04-29,DE,Windows,enterprise
u264950,2020-07-16,AU,Android Phone,basic
u863763,2021-10-20,CA,Windows,premium
u035000,2021-01-04,BR,iPhone,premium
u638141,2023-10-30,BR,Android Tablet,free
u811460,2021-10-29,BR,Windows,basic
u536248,2020-06-05,UK,Android Tablet,basic
u577479,2022-09-01,DE,Mac,free
u156389,2022-03-11,US,Windows,premium
u143592,2021-09-20,US,Android Tablet,premium
u055182,2020-02-10,MX,Mac,premium
u695210,2020-11-22,FR,Windows,enterprise
u957958,2020-06-21,DE,Windows,enterprise
u522089,2021-11-19,AU,Android Phone,premium
u479335,2022-12-26,CA,iPhone,premium
u994482,2020-06-23,UK,Android Phone,free
u630106,2020-01-22,FR,iPhone,basic
u854271,2023-01-01,AU,Android Phone,enterprise
u500210,2020-09-05,US,iPad,enterprise
u680684,2023-05-11,MX,Windows,basic
u711060,2020-06-18,MX,Android Tablet,basic
u738040,2023-07-03,DE,Windows,basic
u129856,2023-10-27,FR,Mac,premium
u702492,2022-10-04,UK,iPad,free
u330524,2021-09-08,DE,iPhone,enterprise
u181503,2020-07-02,JP,iPhone,enterprise
u905933,2023-07-09,MX,iPad,enterprise
u750621,2023-08-16,UK,iPad,free
u414432,2022-08-23,MX,Windows,premium
u379812,2022-09-16,AU,Android Phone,basic
u114513,2021-08-12,AU,iPhone,basic
u510685,2022-06-24,UK,Mac,premium
u585030,2022-02-16,CA,Mac,enterprise
u336563,2022-10-20,IN,Android Tablet,free
u847777,2020-05-25,US,Android Tablet,enterprise
u317869,2020-01-29,FR,Windows,enterprise
u592072,2020-11-30,UK,Android Tablet,enterprise
u000303,2020-09-11,UK,iPad,premium
u411800,2022-06-19,FR,Windows,free
u922511,2021-08-05,BR,Android Tablet,free
u598288,2022-12-10,JP,iPhone,free
u736647,2023-12-23,MX,Android Tablet,premium
u074554,2022-05-04,DE,Windows,basic
u622116,2021-07-22,JP,Windows,free
u185004,2023-09-10,JP,iPad,basic
u742199,2022-09-14,JP,Android Tablet,premium
u740419,2023-07-28,US,Android Tablet,enterprise
u880642,2020-06-05,DE,Mac,basic
u847264,2022-07-27,US,iPhone,premium
u401685,2021-01-28,AU,Mac,free
u012418,2021-06-07,DE,iPhone,basic
u352766,2021-06-22,CA,Android Phone,basic
u769589,2023-10-19,AU,iPhone,basic
u913183,2023-12-29,IN,Android Tablet,premium
u634191,2023-09-09,UK,iPhone,enterprise
u663034,2022-09-22,BR,Windows,enterprise
u423919,2020-06-08,UK,Mac,enterprise
u460402,2023-07-06,FR,Android Tablet,free
u045104,2021-04-01,UK,Windows,free
u147092,2022-05-25,BR,Windows,free
u710724,2023-09-06,DE,Mac,basic
u209211,2023-12-25,UK,Mac,enterprise
u764551,2023-11-29,FR,iPad,basic
u910133,2021-01-09,UK,iPhone,enterprise
u434829,2021-10-04,UK,iPhone,enterprise
u781742,2021-06-25,MX,Mac,basic
u294797,2020-09-22,MX,Android Tablet,free
u493096,2023-12-20,US,Android Tablet,free
u148525,2023-06-09,MX,iPad,premium
u957730,2022-12-03,US,iPhone,enterprise
u716588,2022-10-02,US,Windows,enterprise
u927520,2023-05-03,AU,iPad,enterprise
u140345,2023-11-11,BR,Android Phone,basic
u112063,2023-06-12,BR,iPhone,basic
u263638,2023-08-11,FR,Android Tablet,free
u266888,2021-03-15,AU,iPhone,basic
u645455,2021-01-23,FR,iPad,premium
u873179,2023-07-12,JP,Android Phone,free
u686676,2020-01-27,BR,iPhone,enterprise
u224443,2022-06-17,FR,iPhone,basic
u904423,2020-10-06,AU,Windows,enterprise
u072086,2021-11-18,DE,Android Phone,basic
u992716,2020-11-24,DE,iPhone,enterprise
u417766,2020-06-19,IN,iPad,enterprise
u565690,2022-08-12,DE,Android Phone,free
u097517,2020-02-09,UK,Android Tablet,premium
u612094,2021-04-01,IN,Windows,free
u921676,2021-07-15,DE,Android Phone,enterprise
u325028,2023-05-20,AU,Android Tablet,free
u949084,2023-12-26,AU,Mac,premium
u384782,2020-10-23,JP,Windows,free
u413898,2022-04-23,IN,Mac,premium
u580099,2021-10-02,IN,Android Phone,free
u516870,2021-01-06,UK,iPad,premium
u020122,2022-09-13,IN,Windows,basic
u056890,2023-11-28,CA,iPhone,basic
u857171,2020-05-29,US,Windows,free
u718738,2021-08-25,DE,iPad,premium
u547392,2020-11-23,FR,Mac,basic
u342254,2023-06-21,JP,iPhone,enterprise
u746705,2023-01-31,FR,Windows,enterprise
u104067,2020-04-09,US,iPhone,enterprise
u214635,2023-02-06,US,iPhone,free
u773208,2023-07-19,MX,Windows,free
u671026,2022-04-18,DE,Android Tablet,premium
u099370,2021-12-16,DE,iPad,basic
u840601,2021-01-19,AU,Android Tablet,enterprise
u416666,2021-03-23,JP,Android Phone,free
u301227,2023-07-07,FR,Android Tablet,basic
u041142,2022-06-27,MX,Android Phone,premium
u077743,2020-08-20,MX,Android Phone,basic
u864013,2023-10-19,CA,Android Tablet,premium
u901724,2020-11-16,CA,Mac,free
u747315,2021-01-20,BR,iPad,free
u173643,2022-01-25,US,iPhone,free
u959376,2021-06-25,JP,Mac,premium
u301162,2023-02-04,IN,Android Tablet,free
u002696,2023-03-17,IN,Android Phone,free
u246126,2022-10-31,IN,Windows,free
u260777,2021-04-17,US,Android Phone,premium
u794151,2020-03-31,JP,iPad,free
u200076,2023-03-06,FR,iPad,premium
u310029,2022-08-23,FR,Android Tablet,premium
u895785,2020-07-02,IN,Android Phone,premium
u354281,2023-02-28,US,Android Phone,enterprise
u784851,2020-07-12,CA,Windows,enterprise
u030328,2023-11-23,IN,iPad,premium
u574468,2021-08-29,AU,Mac,premium
u804666,2022-09-13,IN,Windows,basic
u715135,2020-02-18,AU,Windows,basic
u494240,2023-12-25,CA,Windows,premium
u993438,2020-09-24,JP,iPad,premium
u505725,2023-02-16,IN,Android Tablet,premium
u668711,2021-09-11,DE,iPhone,basic
u093177,2021-09-17,BR,iPad,basic
u930915,2023-02-26,IN,iPad,free
u511396,2020-01-09,JP,iPhone,free
u835530,2021-05-08,MX,Windows,enterprise
u548012,2023-04-25,BR,iPad,basic
u328063,2022-11-19,DE,Android Tablet,premium
u677079,2022-11-12,BR,iPad,basic
u790848,2022-02-18,UK,iPad,enterprise
u730864,2020-11-06,AU,Mac,basic
u722228,2023-01-04,BR,Windows,enterprise
u772758,2020-10-18,BR,Mac,premium
u121807,2023-05-31,MX,Windows,enterprise
u769698,2023-03-24,FR,Android Tablet,free
u916505,2022-11-09,BR,Android Phone,enterprise
u331954,2022-09-12,CA,Android Phone,free
u502069,2021-03-12,CA,iPhone,basic
u583209,2023-01-14,CA,iPhone,premium
u963687,2021-10-26,DE,Android Phone,basic
u241683,2021-11-22,AU,Android Tablet,enterprise
u541333,2021-04-26,MX,Mac,basic
u952420,2023-06-18,US,Android Tablet,premium
u073424,2021-10-11,AU,iPad,free
u651998,2022-05-04,DE,Android Phone,enterprise
u795638,2022-05-16,DE,iPad,enterprise
u036460,2023-05-29,IN,iPhone,free
u843121,2020-09-14,IN,iPad,free
u549844,2020-07-09,FR,iPhone,free
u460709,2023-08-08,BR,iPhone,basic
u732664,2022-08-25,DE,Mac,premium
u255966,2021-12-21,FR,Mac,enterprise
u729777,2023-10-23,US,iPad,premium
u289278,2021-05-07,MX,Windows,premium
u432486,2023-11-13,CA,Android Phone,premium
u552863,2022-05-20,JP,iPad,premium
u893989,2022-06-16,DE,iPad,free
u779263,2020-10-11,US,Windows,basic
u511563,2023-06-20,JP,Windows,basic
u982060,2023-07-20,US,Android Tablet,premium
u570606,2023-01-10,AU,Windows,premium
u498481,2020-01-13,JP,Android Tablet,premium
u931328,2022-05-22,AU,iPad,enterprise
u867072,2022-11-15,CA,Windows,free
u983256,2021-12-28,CA,iPhone,enterprise
u853221,2020-12-21,DE,iPhone,free
u819968,2020-01-30,IN,Android Tablet,premium
u967170,2023-09-20,FR,Windows,premium
u412786,2022-10-23,CA,Mac,premium
u461821,2022-03-22,BR,Windows,enterprise
u276180,2021-10-10,BR,Windows,free
u995204,2022-10-14,US,Windows,basic
u053265,2023-11-24,IN,Mac,enterprise
u106898,2023-06-19,MX,Mac,basic
u883726,2020-01-06,MX,Android Phone,free
u749979,2021-12-27,DE,Android Tablet,basic
u393430,2020-10-08,FR,Android Tablet,free
u393055,2020-09-09,CA,Windows,free
u113888,2023-04-28,MX,Windows,basic
u435135,2020-09-20,UK,iPad,enterprise
u014839,2023-05-31,JP,Android Tablet,basic
u599576,2021-02-05,UK,Android Phone,basic
u868371,2022-10-07,AU,iPad,enterprise
u777361,2022-02-08,UK,Windows,premium
u029283,2023-01-16,FR,Mac,premium
u951163,2022-07-16,DE,Android Tablet,free
u671521,2023-05-21,FR,Android Tablet,enterprise
u449460,2021-12-28,DE,Mac,free
u809516,2020-05-21,JP,iPad,basic
u526086,2020-04-18,IN,Android Tablet,free
u356592,2020-02-16,FR,Mac,basic
u357814,2020-11-23,UK,Windows,premium
u673740,2021-10-14,CA,Mac,free
u429482,2023-06-26,JP,iPad,enterprise
u392296,2022-07-06,UK,Mac,premium
u230224,2022-03-05,MX,iPhone,basic
u803059,2021-10-26,UK,iPad,premium
u392269,2023-06-09,FR,iPad,premium
u504218,2021-01-21,AU,iPhone,premium
u176196,2021-12-24,BR,iPad,free
u520099,2022-06-12,US,iPad,premium
u861067,2023-11-30,DE,Android Tablet,premium
u160348,2021-08-19,DE,iPad,basic
u634856,2023-09-02,FR,iPad,basic
u831344,2020-03-23,FR,Windows,free
u469431,2021-03-10,JP,Android Phone,free
u800380,2022-11-20,CA,Windows,free
u435720,2020-11-19,US,Windows,premium
u117561,2022-10-31,US,Windows,basic
u261855,2021-10-02,AU,iPad,basic
u650283,2021-01-05,FR,Android Tablet,free
u406319,2023-02-13,UK,iPad,premium
u782179,2020-11-04,IN,Windows,premium
u575317,2022-08-12,IN,Android Tablet,premium
u186970,2021-01-03,BR,Windows,basic
u054092,2023-11-20,DE,iPad,premium
u973291,2020-01-22,US,iPhone,enterprise
u891934,2020-09-03,MX,iPhone,basic
u265773,2021-03-23,DE,Windows,enterprise
u458786,2022-05-08,BR,iPhone,premium
u810347,2021-11-22,MX,Android Phone,premium
u661833,2023-10-08,US,Android Phone,free
u488628,2022-04-23,JP,Mac,enterprise
u087559,2021-07-01,FR,Mac,premium
u856852,2020-10-10,US,Android Tablet,free
u186567,2022-03-29,US,Android Phone,premium
u459503,2021-04-12,MX,Android Phone,basic
u288898,2022-04-24,MX,iPhone,basic
u783105,2021-01-31,JP,Android Tablet,basic
u347703,2021-01-25,BR,Android Phone,premium
u767931,2022-09-14,AU,iPad,premium
u718954,2020-10-11,AU,iPhone,enterprise
u536644,2023-08-24,CA,iPhone,enterprise
u817358,2023-12-19,AU,Android Phone,premium
u787908,2023-06-26,JP,iPad,enterprise
u806975,2021-06-14,CA,Windows,enterprise
u467258,2023-06-02,DE,Mac,premium
u844228,2021-12-06,US,iPad,free
u043085,2021-03-21,UK,iPad,basic
u892899,2023-09-01,MX,Mac,enterprise
u792053,2021-10-09,CA,iPad,premium
u492943,2022-05-10,JP,Android Tablet,enterprise
u856926,2021-10-21,UK,iPad,enterprise
u937522,2021-10-06,DE,iPhone,free
u469646,2022-01-07,JP,iPad,free
u683173,2022-08-09,FR,Android Phone,free
u847316,2023-08-23,AU,Windows,free
u768692,2020-09-04,AU,iPhone,enterprise
u777021,2020-12-11,US,iPhone,premium
u844075,2023-04-18,MX,iPhone,premium
u883762,2022-10-20,UK,Android Phone,basic
u385699,2020-09-13,IN,iPad,enterprise
u807273,2021-07-31,UK,Android Tablet,premium
u443958,2022-03-01,UK,Windows,premium
u318574,2023-08-06,JP,Android Phone,enterprise
u692709,2020-01-02,US,Android Phone,premium
u260959,2020-10-26,DE,Android Tablet,premium
u474340,2023-04-18,BR,iPad,premium
u520718,2020-02-09,BR,iPhone,basic
u801502,2023-05-25,AU,iPhone,basic
u244838,2022-03-08,FR,Mac,basic
u736260,2022-04-29,BR,Android Tablet,free
u193556,2021-07-20,AU,Android Tablet,premium
u693737,2022-09-12,CA,Windows,free
u520780,2020-10-27,US,iPhone,basic
u375357,2022-07-26,DE,iPhone,premium
u666343,2020-07-23,CA,Windows,free
u509329,2023-06-06,CA,Mac,premium
u371835,2020-08-01,MX,Android Phone,premium
u937853,2020-12-01,CA,iPhone,basic
u100775,2023-04-12,JP,Mac,premium
u707447,2022-01-27,CA,iPhone,free
u056611,2023-09-22,MX,iPad,basic
u769665,2022-01-13,UK,iPhone,free
u924417,2020-03-20,CA,Mac,premium
u935201,2023-02-27,US,iPhone,enterprise
u768538,2021-03-19,FR,Mac,free
u167283,2023-09-06,IN,Android Tablet,premium
u031142,2022-01-21,UK,Android Tablet,free
u503253,2021-08-15,IN,Android Tablet,free
u591255,2022-04-09,FR,iPad,enterprise
u197611,2022-04-27,US,Windows,free
u312028,2021-01-07,IN,iPad,enterprise
u143262,2021-07-21,AU,Mac,premium
u550583,2020-02-19,MX,Android Phone,free
u188815,2023-01-03,US,Windows,basic
u369259,2023-11-23,UK,iPhone,enterprise
u806290,2022-08-07,MX,iPhone,enterprise
u047045,2021-12-20,UK,Android Phone,premium
u563885,2021-05-01,MX,Windows,free
u099889,2023-12-07,JP,Android Phone,enterprise
u896377,2022-10-20,MX,Mac,free
u780235,2022-04-05,DE,iPhone,basic
u284745,2022-04-04,AU,Windows,basic
u428284,2020-11-27,UK,Android Tablet,basic
u820831,2020-12-23,CA,Android Phone,free
u327003,2022-10-29,IN,Windows,premium
u548850,2020-01-15,US,Mac,enterprise
u553692,2023-02-04,UK,Mac,premium
u782622,2022-04-29,US,Android Phone,basic
u936764,2020-12-21,US,iPhone,enterprise
u018069,2021-03-15,BR,Windows,premium
u925907,2023-11-05,BR,iPad,free
u663095,2022-04-15,AU,iPhone,premium
u057477,2021-10-31,FR,iPad,basic
u030259,2022-09-06,MX,Android Tablet,enterprise
u357562,2021-01-11,CA,iPad,enterprise
u251504,2022-05-31,AU,Windows,basic
u465258,2020-08-02,MX,iPhone,enterprise
u300422,2021-09-15,DE,Android Phone,free
u824688,2023-07-31,UK,Mac,free
u657192,2021-11-29,UK,Windows,enterprise
u649787,2020-08-22,BR,Android Tablet,free
u344366,2021-01-06,US,iPad,basic
u271887,2020-08-27,US,iPhone,basic
u082579,2020-08-21,FR,Android Phone,premium
u561789,2023-11-24,US,Mac,enterprise
u112777,2023-09-15,JP,Mac,basic
u994812,2021-08-07,AU,iPhone,enterprise
u072484,2021-12-23,DE,Android Phone,premium
u023628,2020-09-22,MX,Windows,enterprise
u246470,2021-07-15,UK,Windows,enterprise
u533538,2022-02-26,UK,Mac,premium
u990363,2023-05-01,US,Android Tablet,free
u337196,2022-07-09,DE,Android Phone,free
u505856,2020-01-17,IN,Android Phone,basic
u208228,2021-01-22,JP,iPhone,basic
u855563,2022-08-22,DE,Mac,enterprise
u456192,2023-03-03,FR,Android Phone,free
u136847,2020-09-23,BR,iPad,free
u305823,2022-09-27,DE,iPhone,premium
u072406,2021-02-21,JP,Android Phone,basic
u351282,2020-06-29,JP,Mac,enterprise
u771837,2021-10-20,JP,Windows,enterprise
u880447,2022-05-15,IN,Android Phone,premium
u318559,2021-07-18,CA,Mac,basic
u617078,2023-01-09,CA,Windows,free
u587435,2023-02-07,FR,Android Phone,basic
u129726,2023-02-20,US,iPad,basic
u955853,2022-11-25,MX,Mac,premium
u660572,2020-05-02,CA,Windows,premium
u813876,2021-12-01,FR,Mac,enterprise
u147670,2023-05-25,CA,Android Tablet,free
u628466,2020-11-21,JP,Android Tablet,free
u887567,2021-12-25,IN,iPhone,basic
u252056,2020-10-27,US,iPad,free
u498805,2023-12-07,AU,iPad,enterprise
u727410,2021-10-20,MX,iPad,premium
u842318,2020-11-06,US,Windows,basic
u422842,2022-06-21,DE,Mac,enterprise
u560944,2020-12-22,UK,iPad,premium
u842693,2020-06-23,IN,iPhone,free
u091303,2021-02-03,UK,Windows,basic
u258291,2023-01-30,JP,Android Tablet,free
u801337,2023-07-14,JP,iPad,free
u604928,2021-09-06,IN,Mac,enterprise
u381938,2022-07-09,AU,iPad,premium
u181593,2022-04-09,UK,Windows,premium
u677528,2021-09-28,US,iPad,basic
u263758,2020-08-20,AU,Android Tablet,free
u800889,2021-09-28,JP,iPhone,free
u772829,2021-08-12,UK,Windows,basic
u296541,2021-07-06,US,iPad,basic
u117204,2020-10-31,DE,Android Tablet,premium
u981442,2020-04-19,DE,iPad,free
u352048,2020-11-18,UK,Mac,free
u972448,2021-12-08,AU,Mac,free
u186111,2022-07-17,AU,iPad,free
u520913,2020-04-29,UK,Android Phone,free
u397148,2023-08-22,JP,iPad,basic
u443924,2023-04-13,UK,Android Phone,basic
u366657,2022-06-29,UK,Android Phone,premium
u292136,2021-12-27,DE,Android Phone,enterprise
u794917,2023-10-10,IN,Android Phone,free
u778523,2020-03-30,CA,Mac,free
u297230,2021-02-08,US,iPhone,free
u044936,2020-01-30,US,Windows,premium
u400677,2023-02-08,AU,Android Tablet,free
u089428,2021-06-10,BR,Android Tablet,enterprise
u425108,2020-09-03,DE,iPhone,free
u419288,2022-01-25,CA,iPad,premium
u788861,2023-03-01,CA,iPad,basic
u677237,2020-05-20,UK,Windows,premium
u536140,2020-07-22,BR,iPad,premium
u593198,2023-11-12,BR,Windows,premium
u114866,2023-12-22,MX,Android Phone,free
u033475,2021-09-29,DE,Android Tablet,free
u898785,2021-06-17,US,iPad,premium
u741947,2021-04-25,DE,iPhone,basic
u199473,2022-05-31,IN,Android Tablet,free
u342333,2022-11-17,BR,Android Phone,premium
u774414,2023-10-17,UK,iPhone,enterprise
u188210,2020-11-13,BR,Android Phone,basic
u401794,2023-09-11,MX,Mac,free
u227283,2022-09-24,FR,Android Phone,premium
u444793,2020-12-25,MX,Windows,enterprise
u637235,2020-04-17,MX,iPad,enterprise
u989924,2023-07-25,DE,Windows,premium
u479336,2022-07-31,US,iPad,basic
u195579,2022-04-07,CA,Android Phone,premium
u170851,2023-03-09,CA,Android Tablet,premium
u047426,2023-09-27,MX,iPhone,enterprise
u635568,2021-11-05,UK,iPad,free
u745242,2023-03-05,DE,iPhone,enterprise
u970783,2022-04-12,JP,iPhone,premium
u932109,2023-06-20,IN,Android Tablet,free
u936900,2020-01-13,FR,Android Tablet,free
u967457,2023-07-19,AU,Mac,premium
u084616,2022-09-05,JP,Android Phone,basic
u849417,2020-12-05,MX,iPhone,free
u542354,2022-08-01,US,Android Tablet,premium
u056823,2020-01-29,UK,iPhone,enterprise
u470675,2020-09-06,MX,Mac,basic
u583070,2021-07-26,FR,iPad,enterprise
u187242,2023-10-05,US,Windows,premium
u659570,2020-02-14,US,Windows,enterprise
u163275,2023-11-10,CA,Android Tablet,enterprise
u265180,2023-09-23,UK,Android Phone,basic
u817371,2022-09-01,CA,iPad,premium
u240905,2020-09-01,JP,Android Phone,free
u366641,2022-01-25,MX,Android Phone,free
u127456,2020-12-01,DE,iPad,premium
u050427,2022-12-20,IN,Mac,premium
u151537,2022-06-27,US,Android Tablet,free
u978693,2022-09-27,IN,Android Tablet,free
u284954,2023-05-17,CA,iPhone,enterprise
u629159,2020-09-13,JP,Mac,enterprise
